ID,MONTHS_BALANCE,STATUS
5003828,-1,C
5003828,-2,X
5003828,-3,C
5003828,-4,C
5003828,-5,X
5003828,-6,C
5003828,-7,C
5003829,0,C
5003829,-1,C
5003829,-2,2
5003829,-3,X
5003829,-4,X
5003829,-5,X
5003829,-6,X
5003829,-7,X
5003829,-8,X
5003829,-9,C
5003829,-10,C
5003829,-11,X
5003829,-12,C
5003830,0,X
5003830,-1,X
5003830,-2,X
5003830,-3,X
5003830,-4,X
5003830,-5,X
5003831,0,X
5003831,-1,X
5003831,-2,0
5003831,-3,X
5003831,-4,3
5003831,-5,X
5003831,-6,X
5003831,-7,C
5003831,-8,C
5003831,-9,X
5003831,-10,X
5003831,-11,X
5003831,-12,C
5003831,-13,X
5003831,-14,X
5003831,-15,C
5003831,-16,C
5003832,0,X
5003832,-1,X
5003832,-2,X
5003832,-3,0
5003832,-4,C
5003832,-5,C
5003832,-6,C
5003832,-7,C
5003832,-8,2
5003832,-9,X
5003832,-10,X
5003832,-11,X
5003832,-12,X
5003833,0,X
5003833,-1,X
5003833,-2,X
5003833,-3,X
5003833,-4,X
5003833,-5,X
5003833,-6,C
5003833,-7,X
5003833,-8,X
5003833,-9,X
5003834,0,C
5003834,-1,X
5003834,-2,X
5003834,-3,C
5003834,-4,X
5003834,-5,C
5003834,-6,C
5003834,-7,C
5003834,-8,C
5003834,-9,C
5003834,-10,C
5003834,-11,X
5003834,-12,C
5003834,-13,C
5003834,-14,X
5003834,-15,X
5003834,-16,X
5003834,-17,C
5003834,-18,X
5003835,0,X
5003835,-1,X
5003835,-2,C
5003835,-3,C
5003835,-4,C
5003835,-5,C
5003835,-6,3
5003835,-7,C
5003835,-8,C
5003835,-9,X
5003835,-10,C
5003836,0,X
5003836,-1,X
5003836,-2,C
5003836,-3,X
5003836,-4,X
5003836,-5,C
5003836,-6,C
5003836,-7,C
5003836,-8,C
5003836,-9,C
5003836,-10,X
5003836,-11,C
5003836,-12,C
5003836,-13,X
5003836,-14,C
5003836,-15,X
5003836,-16,X
5003836,-17,C
5003836,-18,X
5003836,-19,X
5003836,-20,C
5003837,0,C
5003837,-1,2
5003837,-2,C
5003837,-3,X
5003837,-4,C
5003837,-5,X
5003837,-6,X
5003837,-7,0
5003837,-8,0
5003837,-9,X
5003837,-10,C
5003837,-11,X
5003837,-12,X
5003837,-13,C
5003837,-14,0
5003837,-15,X
5003837,-16,X
5003837,-17,C
5003837,-18,X
5003837,-19,X
5003837,-20,C
5003837,-21,0
5003837,-22,C
5003838,0,C
5003838,-1,0
5003838,-2,X
5003838,-3,X
5003838,-4,C
5003838,-5,C
5003839,0,X
5003839,-1,C
5003839,-2,3
5003839,-3,X
5003839,-4,C
5003839,-5,4
5003839,-6,C
5003839,-7,X
5003839,-8,X
5003839,-9,C
5003839,-10,X
5003839,-11,C
5003839,-12,X
5003839,-13,X
5003839,-14,X
5003840,0,X
5003840,-1,C
5003840,-2,C
5003840,-3,C
5003840,-4,X
5003840,-5,X
5003840,-6,0
5003840,-7,X
5003840,-8,C
5003840,-9,C
5003840,-10,C
5003840,-11,C
5003840,-12,C
5003840,-13,X
5003840,-14,X
5003840,-15,C
5003840,-16,C
5003840,-17,C
5003841,0,X
5003841,-1,C
5003841,-2,4
5003841,-3,X
5003841,-4,C
5003841,-5,2
5003842,0,C
5003842,-1,0
5003842,-2,X
5003842,-3,X
5003842,-4,X
5003842,-5,C
5003842,-6,X
5003842,-7,X
5003842,-8,0
5003842,-9,C
5003842,-10,C
5003842,-11,X
5003842,-12,C
5003842,-13,X
5003842,-14,X
5003842,-15,X
5003842,-16,X
5003843,0,X
5003843,-1,C
5003843,-2,X
5003843,-3,C
5003843,-4,X
5003843,-5,C
5003843,-6,X
5003843,-7,X
5003843,-8,C
5003843,-9,C
5003843,-10,X
5003843,-11,X
5003843,-12,X
5003843,-13,X
5003843,-14,C
5003843,-15,C
5003843,-16,C
5003843,-17,C
5003843,-18,C
5003843,-19,C
5003844,0,X
5003844,-1,X
5003844,-2,C
5003844,-3,C
5003844,-4,X
5003844,-5,X
5003844,-6,X
5003844,-7,X
5003844,-8,C
5003844,-9,X
5003844,-10,C
5003844,-11,X
5003845,0,C
5003845,-1,2
5003845,-2,0
5003845,-3,3
5003845,-4,X
5003845,-5,C
5003845,-6,X
5003845,-7,2
5003845,-8,5
5003845,-9,X
5003845,-10,0
5003845,-11,X
5003845,-12,X
5003845,-13,X
5003845,-14,4
5003845,-15,X
5003845,-16,X
5003845,-17,1
5003845,-18,X
5003845,-19,1
5003845,-20,X
5003846,0,C
5003846,-1,X
5003846,-2,C
5003846,-3,C
5003846,-4,C
5003846,-5,X
5003846,-6,X
5003846,-7,C
5003846,-8,X
5003846,-9,X
5003846,-10,X
5003847,0,C
5003847,-1,X
5003847,-2,X
5003847,-3,C
5003847,-4,C
5003847,-5,C
5003847,-6,X
5003847,-7,C
5003847,-8,X
5003848,0,X
5003848,-1,C
5003848,-2,1
5003848,-3,1
5003848,-4,X
5003848,-5,X
5003848,-6,C
5003848,-7,X
5003848,-8,X
5003849,0,C
5003849,-1,C
5003849,-2,C
5003849,-3,X
5003849,-4,X
5003849,-5,X
5003849,-6,C
5003849,-7,X
5003849,-8,X
5003849,-9,C
5003849,-10,X
5003849,-11,C
5003849,-12,C
5003850,0,0
5003850,-1,X
5003850,-2,X
5003850,-3,X
5003850,-4,C
5003850,-5,X
5003851,0,C
5003851,-1,X
5003851,-2,C
5003851,-3,X
5003851,-4,C
5003851,-5,X
5003851,-6,X
5003852,0,X
5003852,-1,X
5003852,-2,C
5003852,-3,X
5003852,-4,X
5003852,-5,X
5003852,-6,C
5003852,-7,X
5003852,-8,X
5003852,-9,C
5003852,-10,X
5003852,-11,C
5003852,-12,X
5003852,-13,X
5003852,-14,X
5003853,0,X
5003853,-1,X
5003853,-2,X
5003853,-3,C
5003853,-4,C
5003853,-5,C
5003853,-6,C
5003853,-7,C
5003853,-8,0
5003853,-9,C
5003853,-10,C
5003853,-11,X
5003853,-12,C
5003854,0,C
5003854,-1,C
5003854,-2,X
5003854,-3,C
5003854,-4,2
5003854,-5,0
5003854,-6,X
5003854,-7,3
5003854,-8,C
5003854,-9,X
5003854,-10,X
5003854,-11,X
5003854,-12,C
5003854,-13,C
5003854,-14,C
5003854,-15,0
5003854,-16,5
5003855,0,X
5003855,-1,C
5003855,-2,X
5003855,-3,X
5003855,-4,X
5003855,-5,X
5003855,-6,C
5003855,-7,X
5003855,-8,X
5003855,-9,C
5003855,-10,C
5003855,-11,X
5003855,-12,X
5003855,-13,X
5003855,-14,C
5003855,-15,C
5003855,-16,C
5003855,-17,X
5003855,-18,X
5003855,-19,X
5003855,-20,C
5003855,-21,X
5003855,-22,C
5003856,0,X
5003856,-1,0
5003856,-2,X
5003856,-3,C
5003856,-4,X
5003856,-5,2
5003856,-6,X
5003856,-7,1
5003856,-8,X
5003856,-9,2
5003856,-10,X
5003856,-11,X
5003856,-12,0
5003856,-13,C
5003856,-14,X
5003856,-15,C
5003856,-16,C
5003856,-17,C
5003857,0,2
5003857,-1,C
5003857,-2,C
5003857,-3,X
5003857,-4,X
5003857,-5,X
5003857,-6,X
5003857,-7,X
5003857,-8,2
5003857,-9,X
5003857,-10,C
5003857,-11,C
5003857,-12,X
5003857,-13,X
5003858,0,C
5003858,-1,C
5003858,-2,0
5003858,-3,C
5003858,-4,0
5003858,-5,X
5003858,-6,X
5003858,-7,3
5003858,-8,0
5003858,-9,X
5003858,-10,X
5003858,-11,C
5003858,-12,X
5003859,0,C
5003859,-1,X
5003859,-2,X
5003859,-3,X
5003859,-4,C
5003859,-5,C
5003859,-6,C
5003859,-7,C
5003859,-8,C
5003859,-9,0
5003859,-10,0
5003859,-11,X
5003859,-12,C
5003859,-13,X
5003859,-14,X
5003860,0,0
5003860,-1,1
5003860,-2,X
5003860,-3,X
5003860,-4,C
5003860,-5,X
5003861,0,X
5003861,-1,X
5003861,-2,C
5003861,-3,C
5003861,-4,C
5003861,-5,X
5003861,-6,X
5003861,-7,X
5003861,-8,X
5003861,-9,X
5003861,-10,C
5003861,-11,C
5003862,0,X
5003862,-1,C
5003862,-2,C
5003862,-3,X
5003862,-4,1
5003862,-5,C
5003862,-6,X
5003862,-7,C
5003862,-8,X
5003862,-9,C
5003862,-10,X
5003862,-11,C
5003862,-12,X
5003862,-13,C
5003862,-14,X
5003862,-15,C
5003862,-16,X
5003862,-17,X
5003862,-18,X
5003862,-19,3
5003862,-20,C
5003862,-21,X
5003863,0,2
5003863,-1,C
5003863,-2,X
5003863,-3,X
5003863,-4,X
5003863,-5,X
5003863,-6,C
5003863,-7,X
5003863,-8,X
5003863,-9,1
5003863,-10,X
5003863,-11,X
5003863,-12,2
5003863,-13,C
5003863,-14,C
5003863,-15,X
5003863,-16,X
5003863,-17,C
5003863,-18,C
5003863,-19,X
5003863,-20,C
5003863,-21,X
5003864,0,X
5003864,-1,X
5003864,-2,C
5003864,-3,X
5003864,-4,X
5003864,-5,C
5003864,-6,C
5003864,-7,X
5003864,-8,C
5003864,-9,C
5003864,-10,C
5003864,-11,C
5003864,-12,X
5003865,0,X
5003865,-1,X
5003865,-2,C
5003865,-3,C
5003865,-4,X
5003865,-5,X
5003865,-6,C
5003865,-7,X
5003865,-8,C
5003865,-9,X
5003865,-10,C
5003865,-11,X
5003865,-12,4
5003865,-13,C
5003865,-14,2
5003865,-15,X
5003865,-16,X
5003865,-17,C
5003865,-18,X
5003865,-19,X
5003865,-20,X
5003865,-21,C
5003866,0,X
5003866,-1,X
5003866,-2,X
5003866,-3,X
5003866,-4,X
5003866,-5,X
5003866,-6,C
5003866,-7,X
5003866,-8,X
5003866,-9,C
5003866,-10,C
5003866,-11,C
5003866,-12,X
5003866,-13,X
5003866,-14,C
5003866,-15,C
5003866,-16,X
5003867,0,C
5003867,-1,X
5003867,-2,C
5003867,-3,C
5003867,-4,X
5003867,-5,X
5003867,-6,C
5003867,-7,C
5003867,-8,C
5003867,-9,C
5003867,-10,C
5003867,-11,C
5003867,-12,X
5003867,-13,X
5003867,-14,X
5003867,-15,X
5003867,-16,C
5003867,-17,X
5003868,0,C
5003868,-1,X
5003868,-2,X
5003868,-3,X
5003868,-4,C
5003868,-5,X
5003868,-6,C
5003868,-7,X
5003868,-8,C
5003868,-9,C
5003868,-10,C
5003868,-11,C
5003868,-12,X
5003868,-13,X
5003869,0,X
5003869,-1,C
5003869,-2,C
5003869,-3,C
5003869,-4,C
5003869,-5,X
5003869,-6,X
5003869,-7,X
5003869,-8,C
5003869,-9,X
5003869,-10,C
5003869,-11,X
5003870,0,C
5003870,-1,C
5003870,-2,C
5003870,-3,X
5003870,-4,C
5003870,-5,C
5003870,-6,C
5003870,-7,X
5003870,-8,C
5003870,-9,C
5003870,-10,C
5003870,-11,1
5003870,-12,X
5003870,-13,C
5003870,-14,X
5003870,-15,1
5003870,-16,C
5003870,-17,X
5003870,-18,X
5003870,-19,C
5003870,-20,X
5003871,0,X
5003871,-1,X
5003871,-2,C
5003871,-3,X
5003871,-4,3
5003871,-5,C
5003871,-6,C
5003871,-7,X
5003871,-8,C
5003871,-9,C
5003872,0,C
5003872,-1,X
5003872,-2,X
5003872,-3,X
5003872,-4,1
5003872,-5,C
5003872,-6,C
5003872,-7,1
5003872,-8,C
5003872,-9,C
5003872,-10,C
5003872,-11,X
5003872,-12,C
5003872,-13,X
5003872,-14,0
5003872,-15,C
5003872,-16,X
5003873,0,3
5003873,-1,X
5003873,-2,X
5003873,-3,C
5003873,-4,X
5003873,-5,X
5003873,-6,C
5003873,-7,0
5003874,0,X
5003874,-1,0
5003874,-2,C
5003874,-3,0
5003874,-4,X
5003874,-5,X
5003874,-6,X
5003874,-7,X
5003874,-8,C
5003874,-9,C
5003874,-10,X
5003874,-11,C
5003875,0,X
5003875,-1,X
5003875,-2,C
5003875,-3,C
5003875,-4,X
5003875,-5,C
5003875,-6,X
5003875,-7,X
5003875,-8,C
5003875,-9,C
5003875,-10,C
5003875,-11,X
5003875,-12,C
5003876,0,X
5003876,-1,C
5003876,-2,C
5003876,-3,C
5003876,-4,C
5003876,-5,X
5003876,-6,X
5003876,-7,X
5003876,-8,X
5003876,-9,C
5003876,-10,X
5003876,-11,C
5003876,-12,X
5003876,-13,C
5003876,-14,C
5003876,-15,X
5003876,-16,C
5003876,-17,X
5003876,-18,C
5003876,-19,C
5003876,-20,C
5003876,-21,C
5003877,0,X
5003877,-1,X
5003877,-2,X
5003877,-3,X
5003877,-4,X
5003877,-5,X
5003877,-6,1
5003877,-7,X
5003877,-8,X
5003877,-9,X
5003877,-10,C
5003877,-11,C
5003878,0,C
5003878,-1,X
5003878,-2,X
5003878,-3,C
5003878,-4,X
5003878,-5,C
5003878,-6,C
5003879,0,C
5003879,-1,0
5003879,-2,0
5003879,-3,C
5003879,-4,C
5003879,-5,C
5003879,-6,X
5003879,-7,C
5003879,-8,C
5003879,-9,X
5003879,-10,X
5003879,-11,C
5003879,-12,X
5003879,-13,C
5003879,-14,C
5003879,-15,C
5003879,-16,X
5003879,-17,C
5003879,-18,C
5003879,-19,C
5003879,-20,X
5003879,-21,C
5003879,-22,X
5003879,-23,C
5003880,0,X
5003880,-1,C
5003880,-2,X
5003880,-3,X
5003880,-4,X
5003880,-5,C
5003880,-6,X
5003880,-7,C
5003880,-8,C
5003880,-9,C
5003880,-10,X
5003880,-11,C
5003880,-12,X
5003880,-13,X
5003880,-14,X
5003880,-15,X
5003880,-16,X
5003880,-17,X
5003880,-18,X
5003880,-19,X
5003880,-20,C
5003880,-21,0
5003881,0,X
5003881,-1,4
5003881,-2,0
5003881,-3,X
5003881,-4,C
5003881,-5,C
5003881,-6,X
5003881,-7,X
5003881,-8,X
5003881,-9,X
5003881,-10,X
5003881,-11,X
5003881,-12,X
5003881,-13,X
5003881,-14,C
5003881,-15,X
5003881,-16,X
5003881,-17,X
5003881,-18,X
5003881,-19,X
5003882,0,C
5003882,-1,C
5003882,-2,C
5003882,-3,X
5003882,-4,X
5003882,-5,C
5003882,-6,C
5003882,-7,C
5003882,-8,C
5003882,-9,X
5003882,-10,C
5003882,-11,X
5003882,-12,C
5003882,-13,C
5003882,-14,X
5003882,-15,X
5003882,-16,C
5003882,-17,X
5003882,-18,C
5003883,0,C
5003883,-1,C
5003883,-2,C
5003883,-3,X
5003883,-4,X
5003883,-5,X
5003883,-6,C
5003883,-7,X
5003883,-8,C
5003883,-9,X
5003883,-10,X
5003883,-11,C
5003883,-12,X
5003884,0,C
5003884,-1,C
5003884,-2,0
5003884,-3,X
5003884,-4,C
5003884,-5,X
5003884,-6,X
5003884,-7,C
5003885,0,X
5003885,-1,X
5003885,-2,C
5003885,-3,X
5003885,-4,X
5003885,-5,X
5003885,-6,X
5003885,-7,X
5003886,0,C
5003886,-1,C
5003886,-2,C
5003886,-3,X
5003886,-4,4
5003886,-5,5
5003886,-6,C
5003886,-7,X
5003886,-8,4
5003886,-9,X
5003886,-10,0
5003886,-11,C
5003886,-12,2
5003886,-13,3
5003886,-14,X
5003887,0,C
5003887,-1,X
5003887,-2,X
5003887,-3,C
5003887,-4,C
5003887,-5,X
5003887,-6,X
5003887,-7,X
5003887,-8,X
5003887,-9,X
5003887,-10,X
5003887,-11,C
5003887,-12,C
5003887,-13,X
5003887,-14,X
5003887,-15,C
5003887,-16,C
5003887,-17,X
5003888,0,X
5003888,-1,2
5003888,-2,X
5003888,-3,0
5003888,-4,0
5003888,-5,C
5003888,-6,X
5003888,-7,X
5003888,-8,X
5003888,-9,3
5003888,-10,X
5003888,-11,X
5003888,-12,C
5003888,-13,X
5003888,-14,5
5003888,-15,X
5003888,-16,X
5003888,-17,X
5003888,-18,X
5003888,-19,4
5003888,-20,0
5003888,-21,X
5003889,0,C
5003889,-1,C
5003889,-2,C
5003889,-3,X
5003889,-4,0
5003889,-5,X
5003889,-6,C
5003889,-7,X
5003889,-8,1
5003889,-9,X
5003889,-10,X
5003889,-11,C
5003889,-12,X
5003889,-13,C
5003889,-14,X
5003889,-15,X
5003890,0,C
5003890,-1,C
5003890,-2,0
5003890,-3,X
5003890,-4,C
5003890,-5,C
5003890,-6,2
5003891,0,4
5003891,-1,X
5003891,-2,X
5003891,-3,X
5003891,-4,X
5003891,-5,C
5003891,-6,X
5003891,-7,C
5003891,-8,C
5003892,0,X
5003892,-1,C
5003892,-2,2
5003892,-3,C
5003892,-4,X
5003892,-5,3
5003892,-6,C
5003892,-7,C
5003892,-8,X
5003892,-9,3
5003892,-10,C
5003892,-11,C
5003892,-12,X
5003892,-13,X
5003892,-14,X
5003892,-15,C
5003892,-16,X
5003892,-17,X
5003892,-18,X
5003892,-19,X
5003893,0,C
5003893,-1,3
5003893,-2,X
5003893,-3,C
5003893,-4,C
5003893,-5,C
5003893,-6,X
5003893,-7,C
5003893,-8,X
5003893,-9,X
5003893,-10,X
5003893,-11,X
5003893,-12,0
5003893,-13,C
5003893,-14,X
5003893,-15,C
5003893,-16,X
5003893,-17,X
5003893,-18,X
5003893,-19,X
5003893,-20,X
5003893,-21,C
5003893,-22,3
5003893,-23,X
5003894,0,X
5003894,-1,C
5003894,-2,X
5003894,-3,C
5003894,-4,X
5003894,-5,X
5003894,-6,X
5003894,-7,X
5003894,-8,C
5003894,-9,X
5003894,-10,X
5003894,-11,C
5003895,0,C
5003895,-1,X
5003895,-2,X
5003895,-3,X
5003895,-4,X
5003895,-5,X
5003895,-6,C
5003895,-7,C
5003895,-8,C
5003895,-9,C
5003896,0,C
5003896,-1,X
5003896,-2,X
5003896,-3,X
5003896,-4,X
5003896,-5,X
5003896,-6,X
5003896,-7,C
5003896,-8,X
5003896,-9,C
5003896,-10,C
5003897,0,X
5003897,-1,C
5003897,-2,X
5003897,-3,X
5003897,-4,X
5003897,-5,X
5003898,0,X
5003898,-1,C
5003898,-2,C
5003898,-3,X
5003898,-4,X
5003898,-5,C
5003898,-6,X
5003898,-7,X
5003898,-8,C
5003898,-9,C
5003899,0,X
5003899,-1,C
5003899,-2,X
5003899,-3,C
5003899,-4,0
5003899,-5,C
5003899,-6,X
5003899,-7,C
5003899,-8,X
5003899,-9,X
5003899,-10,X
5003899,-11,X
5003899,-12,X
5003899,-13,X
5003899,-14,X
5003899,-15,X
5003900,0,C
5003900,-1,C
5003900,-2,3
5003900,-3,X
5003900,-4,X
5003900,-5,X
5003900,-6,X
5003901,0,C
5003901,-1,C
5003901,-2,X
5003901,-3,X
5003901,-4,C
5003901,-5,C
5003901,-6,C
5003901,-7,X
5003901,-8,X
5003901,-9,3
5003901,-10,C
5003901,-11,C
5003901,-12,X
5003901,-13,C
5003901,-14,X
5003901,-15,X
5003901,-16,C
5003901,-17,0
5003902,0,X
5003902,-1,C
5003902,-2,C
5003902,-3,C
5003902,-4,X
5003902,-5,X
5003902,-6,X
5003902,-7,C
5003902,-8,2
5003902,-9,X
5003902,-10,C
5003902,-11,X
5003902,-12,X
5003903,0,C
5003903,-1,C
5003903,-2,X
5003903,-3,C
5003903,-4,C
5003903,-5,X
5003903,-6,C
5003903,-7,X
5003903,-8,X
5003904,0,X
5003904,-1,C
5003904,-2,X
5003904,-3,1
5003904,-4,X
5003904,-5,C
5003904,-6,X
5003904,-7,C
5003904,-8,X
5003904,-9,C
5003904,-10,X
5003904,-11,X
5003904,-12,C
5003904,-13,C
5003904,-14,C
5003904,-15,C
5003904,-16,X
5003904,-17,C
5003904,-18,C
5003905,0,C
5003905,-1,C
5003905,-2,C
5003905,-3,C
5003905,-4,X
5003905,-5,C
5003905,-6,X
5003905,-7,C
5003905,-8,X
5003905,-9,X
5003905,-10,C
5003905,-11,X
5003905,-12,X
5003905,-13,C
5003906,0,X
5003906,-1,C
5003906,-2,X
5003906,-3,X
5003906,-4,X
5003906,-5,C
5003906,-6,X
5003906,-7,C
5003906,-8,X
5003906,-9,C
5003906,-10,X
5003906,-11,X
5003906,-12,X
5003906,-13,C
5003907,0,C
5003907,-1,C
5003907,-2,C
5003907,-3,C
5003907,-4,X
5003907,-5,X
5003907,-6,C
5003907,-7,X
5003907,-8,1
5003907,-9,X
5003907,-10,C
5003907,-11,X
5003907,-12,X
5003907,-13,C
5003907,-14,C
5003907,-15,C
5003907,-16,X
5003907,-17,X
5003907,-18,X
5003907,-19,X
5003907,-20,C
5003907,-21,X
5003907,-22,C
5003908,0,X
5003908,-1,C
5003908,-2,C
5003908,-3,X
5003908,-4,C
5003908,-5,C
5003908,-6,X
5003908,-7,X
5003908,-8,X
5003908,-9,C
5003908,-10,1
5003908,-11,0
5003908,-12,X
5003908,-13,X
5003908,-14,X
5003908,-15,0
5003908,-16,C
5003908,-17,X
5003908,-18,X
5003908,-19,C
5003908,-20,C
5003909,0,C
5003909,-1,X
5003909,-2,C
5003909,-3,C
5003909,-4,X
5003909,-5,C
5003909,-6,X
5003909,-7,2
5003909,-8,X
5003909,-9,C
5003909,-10,X
5003909,-11,X
5003909,-12,C
5003909,-13,0
5003909,-14,X
5003909,-15,X
5003910,0,X
5003910,-1,1
5003910,-2,X
5003910,-3,C
5003910,-4,C
5003910,-5,X
5003910,-6,C
5003910,-7,X
5003910,-8,C
5003910,-9,C
5003910,-10,X
5003910,-11,X
5003910,-12,C
5003910,-13,X
5003910,-14,X
5003910,-15,C
5003910,-16,X
5003910,-17,C
5003910,-18,C
5003910,-19,X
5003910,-20,X
5003910,-21,X
5003911,0,C
5003911,-1,X
5003911,-2,C
5003911,-3,X
5003911,-4,X
5003911,-5,X
5003911,-6,C
5003911,-7,X
5003911,-8,X
5003911,-9,X
5003911,-10,X
5003911,-11,C
5003911,-12,X
5003911,-13,X
5003912,0,X
5003912,-1,X
5003912,-2,X
5003912,-3,C
5003912,-4,X
5003912,-5,X
5003912,-6,X
5003912,-7,X
5003912,-8,X
5003912,-9,X
5003912,-10,X
5003912,-11,X
5003912,-12,C
5003912,-13,C
5003912,-14,X
5003912,-15,X
5003912,-16,C
5003912,-17,C
5003912,-18,X
5003912,-19,C
5003912,-20,X
5003912,-21,C
5003912,-22,X
5003912,-23,X
5003913,0,C
5003913,-1,X
5003913,-2,X
5003913,-3,X
5003913,-4,X
5003913,-5,C
5003913,-6,X
5003913,-7,C
5003913,-8,X
5003913,-9,X
5003913,-10,X
5003913,-11,C
5003913,-12,C
5003913,-13,C
5003913,-14,C
5003913,-15,1
5003913,-16,X
5003913,-17,X
5003913,-18,C
5003913,-19,X
5003913,-20,C
5003913,-21,X
5003913,-22,X
5003913,-23,X
5003914,0,2
5003914,-1,X
5003914,-2,0
5003914,-3,1
5003914,-4,1
5003914,-5,C
5003914,-6,X
5003914,-7,4
5003914,-8,X
5003914,-9,X
5003914,-10,X
5003914,-11,0
5003914,-12,X
5003914,-13,0
5003914,-14,2
5003914,-15,X
5003914,-16,0
5003914,-17,1
5003915,0,C
5003915,-1,X
5003915,-2,C
5003915,-3,C
5003915,-4,X
5003915,-5,C
5003915,-6,X
5003915,-7,X
5003915,-8,X
5003915,-9,C
5003915,-10,C
5003915,-11,X
5003915,-12,X
5003915,-13,X
5003915,-14,C
5003915,-15,X
5003915,-16,X
5003915,-17,X
5003916,0,X
5003916,-1,X
5003916,-2,C
5003916,-3,0
5003916,-4,1
5003916,-5,X
5003916,-6,X
5003916,-7,X
5003916,-8,3
5003916,-9,X
5003916,-10,X
5003916,-11,C
5003916,-12,C
5003916,-13,C
5003916,-14,X
5003916,-15,X
5003916,-16,X
5003916,-17,X
5003916,-18,C
5003916,-19,X
5003916,-20,C
5003916,-21,2
5003916,-22,X
5003917,0,4
5003917,-1,C
5003917,-2,X
5003917,-3,X
5003917,-4,C
5003917,-5,C
5003917,-6,X
5003917,-7,C
5003917,-8,X
5003917,-9,C
5003917,-10,C
5003917,-11,C
5003917,-12,1
5003917,-13,C
5003917,-14,C
5003917,-15,3
5003918,0,X
5003918,-1,C
5003918,-2,X
5003918,-3,X
5003918,-4,X
5003918,-5,X
5003918,-6,X
5003918,-7,X
5003918,-8,C
5003918,-9,C
5003918,-10,X
5003918,-11,X
5003918,-12,C
5003918,-13,C
5003918,-14,C
5003918,-15,X
5003918,-16,X
5003919,0,C
5003919,-1,X
5003919,-2,C
5003919,-3,C
5003919,-4,X
5003919,-5,X
5003919,-6,C
5003919,-7,1
5003919,-8,X
5003919,-9,C
5003919,-10,C
5003920,0,X
5003920,-1,X
5003920,-2,X
5003920,-3,C
5003920,-4,X
5003920,-5,X
5003920,-6,C
5003920,-7,C
5003920,-8,X
5003920,-9,X
5003920,-10,X
5003921,0,X
5003921,-1,C
5003921,-2,X
5003921,-3,X
5003921,-4,C
5003921,-5,X
5003921,-6,4
5003921,-7,C
5003921,-8,X
5003921,-9,X
5003921,-10,C
5003921,-11,X
5003921,-12,C
5003921,-13,C
5003921,-14,C
5003922,0,X
5003922,-1,X
5003922,-2,X
5003922,-3,C
5003922,-4,C
5003922,-5,X
5003922,-6,X
5003922,-7,X
5003922,-8,C
5003922,-9,X
5003922,-10,C
5003922,-11,X
5003923,0,C
5003923,-1,C
5003923,-2,X
5003923,-3,X
5003923,-4,X
5003923,-5,2
5003923,-6,X
5003923,-7,C
5003923,-8,X
5003923,-9,C
5003923,-10,0
5003923,-11,0
5003923,-12,C
5003923,-13,X
5003923,-14,X
5003923,-15,X
5003923,-16,C
5003923,-17,X
5003923,-18,X
5003924,0,X
5003924,-1,0
5003924,-2,C
5003924,-3,0
5003924,-4,0
5003924,-5,C
5003924,-6,X
5003924,-7,C
5003924,-8,C
5003924,-9,X
5003924,-10,1
5003924,-11,X
5003924,-12,X
5003924,-13,2
5003924,-14,X
5003924,-15,2
5003924,-16,X
5003924,-17,2
5003924,-18,X
5003925,0,X
5003925,-1,C
5003925,-2,X
5003925,-3,X
5003925,-4,0
5003925,-5,X
5003925,-6,X
5003925,-7,X
5003925,-8,X
5003925,-9,1
5003925,-10,X
5003925,-11,C
5003925,-12,2
5003925,-13,X
5003925,-14,X
5003925,-15,0
5003926,0,2
5003926,-1,3
5003926,-2,C
5003926,-3,C
5003926,-4,X
5003926,-5,C
5003926,-6,X
5003926,-7,X
5003927,0,X
5003927,-1,X
5003927,-2,C
5003927,-3,X
5003927,-4,X
5003927,-5,X
5003927,-6,X
5003927,-7,X
5003927,-8,X
5003927,-9,X
5003927,-10,X
5003927,-11,C
5003927,-12,X
5003928,0,C
5003928,-1,C
5003928,-2,X
5003928,-3,X
5003928,-4,2
5003928,-5,C
5003928,-6,4
5003928,-7,X
5003928,-8,C
5003928,-9,C
5003928,-10,X
5003928,-11,X
5003928,-12,X
5003928,-13,4
5003928,-14,X
5003928,-15,X
5003928,-16,X
5003929,0,C
5003929,-1,C
5003929,-2,X
5003929,-3,X
5003929,-4,C
5003929,-5,X
5003929,-6,X
5003929,-7,C
5003929,-8,X
5003929,-9,C
5003929,-10,C
5003929,-11,X
5003929,-12,X
5003929,-13,X
5003929,-14,C
5003929,-15,X
5003929,-16,X
5003929,-17,C
5003929,-18,C
5003929,-19,X
5003929,-20,C
5003929,-21,X
5003929,-22,C
5003930,0,X
5003930,-1,X
5003930,-2,X
5003930,-3,X
5003930,-4,C
5003930,-5,X
5003930,-6,C
5003930,-7,X
5003930,-8,C
5003930,-9,X
5003930,-10,X
5003930,-11,X
5003930,-12,C
5003930,-13,C
5003930,-14,X
5003930,-15,C
5003930,-16,C
5003930,-17,X
5003930,-18,C
5003931,0,C
5003931,-1,X
5003931,-2,X
5003931,-3,C
5003931,-4,C
5003931,-5,X
5003931,-6,X
5003931,-7,X
5003931,-8,C
5003931,-9,X
5003931,-10,X
5003931,-11,X
5003931,-12,C
5003931,-13,X
5003931,-14,X
5003931,-15,C
5003931,-16,C
5003931,-17,C
5003931,-18,X
5003931,-19,C
5003931,-20,X
5003932,0,X
5003932,-1,X
