ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5004283,M,N,Y,0,101772.35,Working,Secondary / secondary special,Single / not married,House / apartment,-15323,-4890,1,1,0,0,Core staff,1
5004284,F,Y,Y,0,74918.69,Working,Higher education,Married,House / apartment,-7105,-7080,1,0,1,0,Laborers,1
5004285,F,N,N,3,80358.84,Working,Higher education,Civil marriage,Municipal apartment,-10731,-29,1,0,1,0,Medicine staff,4
5004286,F,N,N,0,41770.57,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-16181,365243,1,0,0,0,nan,2
5004287,F,Y,Y,0,38541.75,Working,Secondary / secondary special,Separated,With parents,-12406,-6883,1,0,0,0,Drivers,2
5004288,M,Y,Y,1,41457.37,State servant,Incomplete higher,Married,Office apartment,-11187,-2399,1,0,1,0,High skill tech staff,2
5004289,F,Y,N,1,89870.47,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-25535,-461,1,0,0,0,Drivers,3
5004290,F,N,N,0,48610.75,Working,Higher education,Separated,House / apartment,-22662,-3119,1,0,1,1,Managers,1
5004291,M,N,N,0,93737.02,Working,Secondary / secondary special,Married,House / apartment,-8982,-1895,1,0,1,1,Drivers,1
5004292,F,N,Y,0,34661.59,Working,Higher education,Widow,House / apartment,-10751,-3411,1,0,1,0,Managers,1
5004293,F,N,N,0,21237.11,Pensioner,Secondary / secondary special,Married,House / apartment,-25343,365243,1,1,0,0,Laborers,1
5004294,M,Y,Y,0,37077.22,Student,Secondary / secondary special,Married,House / apartment,-16994,-5941,1,1,1,0,Core staff,2
5004295,M,N,Y,1,43084.41,Working,Secondary / secondary special,Married,House / apartment,-15555,-6106,1,0,0,1,Laborers,2
5004296,M,N,N,0,39199.22,Pensioner,Higher education,Married,House / apartment,-11199,365243,1,0,0,0,Laborers,1
5004297,M,N,Y,1,81927.33,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-19059,-3936,1,0,1,0,Managers,2
5004298,M,Y,N,0,112713.21,State servant,Higher education,Married,House / apartment,-17824,-1951,1,0,0,0,Laborers,1
5004299,F,Y,Y,0,64498.7,Working,Secondary / secondary special,Married,House / apartment,-24551,-4585,1,0,0,0,Sales staff,2
5004300,M,N,N,1,72521.11,Working,Higher education,Single / not married,House / apartment,-24658,-3548,1,0,1,0,Accountants,2
5004301,F,N,Y,1,70284.19,Working,Secondary / secondary special,Civil marriage,House / apartment,-6591,-2950,1,1,1,0,Laborers,3
5004302,F,Y,N,0,58930.58,Working,Secondary / secondary special,Married,House / apartment,-22468,-6101,1,0,1,0,Accountants,2
5004303,F,N,Y,0,103846.18,Working,Higher education,Single / not married,House / apartment,-15874,-3864,1,0,1,0,Medicine staff,2
5004304,F,N,N,0,230491.84,Working,Higher education,Married,House / apartment,-22975,-5770,1,0,0,0,Core staff,2
5004305,M,Y,N,0,99998.33,Commercial associate,Higher education,Single / not married,House / apartment,-8498,-3842,1,0,0,0,Sales staff,1
5004306,F,N,Y,1,36621.12,Working,Incomplete higher,Separated,Rented apartment,-18518,-5828,1,0,0,0,Sales staff,3
5004307,F,N,Y,1,97790.17,Commercial associate,Secondary / secondary special,Married,House / apartment,-21063,-6070,1,0,0,1,Laborers,2
5004308,F,Y,Y,1,57373.36,Commercial associate,Secondary / secondary special,Married,Rented apartment,-13154,-3499,1,0,1,0,Laborers,2
5004309,F,N,N,1,59904.4,State servant,Secondary / secondary special,Married,With parents,-16415,-3818,1,1,1,0,Sales staff,2
5004310,M,N,Y,0,57814.79,Working,Secondary / secondary special,Married,Municipal apartment,-18361,-2016,1,0,0,0,Managers,2
5004311,F,N,Y,1,37732.17,Working,Secondary / secondary special,Married,House / apartment,-12356,-2347,1,1,1,0,Managers,2
5004312,M,Y,Y,1,53933.19,Working,Higher education,Married,House / apartment,-14147,-4936,1,1,0,0,Drivers,2
5004313,F,Y,N,0,17348.12,Working,Secondary / secondary special,Married,With parents,-12732,-5295,1,0,1,0,Sales staff,1
5004314,F,N,Y,0,58542.01,Commercial associate,Secondary / secondary special,Married,House / apartment,-21368,-2634,1,0,0,0,Medicine staff,1
5004315,M,Y,Y,0,63092.69,Working,Secondary / secondary special,Married,House / apartment,-15927,-2936,1,0,0,0,Drivers,1
5004316,F,N,N,0,49344.69,Working,Secondary / secondary special,Married,House / apartment,-11034,-5703,1,0,1,0,Core staff,1
5004317,M,Y,N,0,39854.45,Working,Secondary / secondary special,Single / not married,House / apartment,-8240,-3057,1,0,1,0,Medicine staff,1
5004318,M,Y,Y,1,58087.03,Working,Secondary / secondary special,Separated,House / apartment,-15895,-4451,1,0,1,1,Medicine staff,3
5004319,F,N,N,2,28628.04,State servant,Lower secondary,Married,Office apartment,-23171,-310,1,0,0,1,Sales staff,4
5004320,F,N,N,1,12180.92,Student,Secondary / secondary special,Married,House / apartment,-11443,-1608,1,0,1,0,Laborers,3
5004321,F,N,Y,0,100925.16,Commercial associate,Higher education,Married,House / apartment,-18341,-611,1,0,1,0,High skill tech staff,2
5004322,F,Y,Y,1,63665.81,Working,Secondary / secondary special,Single / not married,House / apartment,-24327,-480,1,0,0,0,Laborers,2
5004323,F,N,N,1,64780.74,State servant,Secondary / secondary special,Separated,House / apartment,-9687,-3266,1,1,1,0,Sales staff,3
5004324,F,Y,Y,0,44961.07,State servant,Secondary / secondary special,Single / not married,House / apartment,-9728,-7210,1,0,0,0,Sales staff,2
5004325,F,N,Y,0,67758.03,Pensioner,Higher education,Married,House / apartment,-22643,365243,1,0,0,0,Drivers,1
5004326,M,N,Y,0,25129.36,Working,Lower secondary,Separated,House / apartment,-8899,-1209,1,0,0,0,Core staff,1
5004327,F,Y,N,2,42888.02,Working,Secondary / secondary special,Single / not married,House / apartment,-10399,-5560,1,1,0,0,Sales staff,4
5004328,M,N,Y,0,68632.01,Working,Secondary / secondary special,Married,House / apartment,-7596,-4969,1,0,0,1,nan,1
5004329,F,Y,N,0,75781.28,State servant,Secondary / secondary special,Single / not married,House / apartment,-18450,-3832,1,0,0,1,Medicine staff,2
5004330,M,N,Y,1,22508.41,Pensioner,Secondary / secondary special,Married,House / apartment,-11718,365243,1,0,0,0,Sales staff,3
5004331,M,N,N,2,167130.89,Working,Higher education,Married,Municipal apartment,-18222,-7183,1,0,0,0,nan,4
5004332,M,N,N,0,46224.7,Working,Secondary / secondary special,Married,House / apartment,-13737,-1339,1,0,0,0,Laborers,2
5004333,F,N,Y,1,63746.06,Commercial associate,Secondary / secondary special,Married,House / apartment,-17646,-6198,1,0,1,1,Core staff,3
5004334,M,Y,N,2,54430.6,Pensioner,Incomplete higher,Single / not married,Municipal apartment,-12856,365243,1,0,0,1,High skill tech staff,4
5004335,M,Y,Y,1,123193.88,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-21507,-3143,1,0,0,0,Drivers,2
5004336,F,Y,N,2,81895.43,Commercial associate,Higher education,Married,House / apartment,-16067,-5376,1,1,1,0,Managers,4
5004337,F,N,Y,0,108048.32,Working,Higher education,Married,Municipal apartment,-17869,-6644,1,0,1,1,High skill tech staff,1
5004338,M,N,Y,1,39923.75,Working,Secondary / secondary special,Married,House / apartment,-8451,-6524,1,1,0,0,nan,2
5004339,M,Y,N,0,129824.37,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-16539,-4138,1,1,0,0,Drivers,1
5004340,M,N,N,0,32421.8,Pensioner,Secondary / secondary special,Married,House / apartment,-18118,365243,1,0,0,0,Sales staff,1
5004341,M,Y,Y,0,48000.92,Working,Lower secondary,Civil marriage,Municipal apartment,-7103,-5596,1,0,0,0,Drivers,2
5004342,F,Y,Y,0,54519.61,Working,Higher education,Separated,House / apartment,-15463,-1164,1,1,1,0,Managers,1
5004343,F,N,Y,0,67530.72,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-22890,-3052,1,0,0,0,Drivers,1
5004344,F,N,N,0,35289.57,Working,Secondary / secondary special,Married,Municipal apartment,-17623,-2233,1,0,0,0,Drivers,2
5004345,M,N,Y,2,59577.94,Commercial associate,Secondary / secondary special,Married,House / apartment,-8872,-3009,1,1,0,1,nan,4
5004346,F,Y,Y,0,61750.06,Commercial associate,Secondary / secondary special,Married,House / apartment,-9234,-2976,1,0,0,0,Managers,2
5004347,F,N,Y,1,19812.15,Pensioner,Secondary / secondary special,Married,House / apartment,-7080,365243,1,1,0,0,High skill tech staff,2
5004348,F,Y,N,1,32033.94,Pensioner,Higher education,Civil marriage,House / apartment,-14431,365243,1,0,0,0,nan,3
5004349,F,Y,Y,1,19055.82,Working,Secondary / secondary special,Married,House / apartment,-20115,-3326,1,0,0,0,Core staff,2
5004350,F,N,Y,0,36463.37,Working,Higher education,Married,House / apartment,-18223,-2542,1,1,1,0,Sales staff,2
5004351,F,N,Y,1,63325.12,Working,Higher education,Married,Co-op apartment,-14368,-2511,1,0,0,0,Managers,3
5004352,M,Y,Y,0,49069.21,Pensioner,Secondary / secondary special,Civil marriage,With parents,-15244,365243,1,0,1,0,Sales staff,2
5004353,F,Y,N,2,35275.06,Pensioner,Higher education,Married,House / apartment,-25140,365243,1,0,0,0,High skill tech staff,3
5004354,F,N,N,0,48351.15,Working,Secondary / secondary special,Single / not married,With parents,-12458,-1924,1,0,0,0,Laborers,2
5004355,F,Y,N,0,90950.65,Working,Incomplete higher,Married,House / apartment,-15188,-5383,1,0,1,0,nan,1
5004356,M,N,Y,1,71321.4,Working,Secondary / secondary special,Single / not married,House / apartment,-18643,-2986,1,1,1,0,Sales staff,3
5004357,F,N,N,0,115144.48,Commercial associate,Higher education,Civil marriage,House / apartment,-13384,-1471,1,1,0,0,Medicine staff,1
5004358,F,Y,Y,2,67239.24,Working,Higher education,Married,Co-op apartment,-12837,-5998,1,0,1,0,nan,3
5004359,M,N,Y,1,49147.8,Commercial associate,Secondary / secondary special,Married,House / apartment,-15073,-3399,1,0,0,0,Laborers,2
5004360,M,N,N,0,73220.91,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-24131,-6904,1,0,0,0,Managers,1
5004361,F,Y,Y,1,109128.07,Commercial associate,Secondary / secondary special,Separated,House / apartment,-14747,-6996,1,0,0,0,High skill tech staff,2
5004362,F,N,Y,0,71866.75,Pensioner,Secondary / secondary special,Married,House / apartment,-24652,365243,1,1,0,0,Laborers,1
5004363,F,Y,N,0,144739.87,Working,Secondary / secondary special,Married,House / apartment,-11443,-5449,1,0,0,0,Sales staff,1
5004364,M,N,Y,0,153678.71,State servant,Academic degree,Married,Municipal apartment,-16775,-6420,1,0,0,0,Sales staff,2
5004365,F,Y,N,2,64992.4,Working,Higher education,Civil marriage,House / apartment,-6683,-5612,1,0,1,0,Drivers,3
5004366,M,N,N,0,28535.62,Working,Secondary / secondary special,Civil marriage,House / apartment,-12183,-4158,1,0,0,0,Managers,1
5004367,M,Y,Y,0,64273.02,Working,Secondary / secondary special,Married,With parents,-23664,-6999,1,0,1,0,High skill tech staff,2
5004368,M,Y,Y,1,100368.9,Commercial associate,Secondary / secondary special,Married,House / apartment,-23592,-828,1,1,1,0,Sales staff,2
5004369,M,N,Y,0,20198.62,Working,Higher education,Married,With parents,-23421,-5979,1,1,1,0,Sales staff,2
5004370,M,Y,Y,1,31493.79,Commercial associate,Secondary / secondary special,Single / not married,With parents,-24837,-30,1,0,0,0,Sales staff,2
5004371,M,Y,Y,0,39911.79,Working,Secondary / secondary special,Widow,With parents,-10612,-1099,1,0,0,0,Core staff,2
5004372,M,Y,N,0,36416.85,State servant,Secondary / secondary special,Civil marriage,Municipal apartment,-18534,-300,1,0,1,0,Laborers,2
5004373,M,Y,Y,0,35645.9,Working,Academic degree,Civil marriage,Municipal apartment,-16497,-2711,1,0,1,0,Sales staff,1
5004374,F,N,Y,2,72704.99,Commercial associate,Secondary / secondary special,Married,House / apartment,-17311,-1598,1,0,0,0,Medicine staff,3
5004375,F,N,Y,0,89978.45,State servant,Secondary / secondary special,Widow,Rented apartment,-25032,-6060,1,1,0,1,Sales staff,1
5004376,M,Y,Y,0,29273.39,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20644,365243,1,0,0,0,Laborers,2
5004377,F,N,N,0,23224.43,Working,Secondary / secondary special,Married,Rented apartment,-21873,-4640,1,1,0,1,Core staff,1
5004378,M,N,Y,1,53789.22,Working,Secondary / secondary special,Single / not married,House / apartment,-22182,-2830,1,1,0,0,High skill tech staff,3
5004379,F,N,N,0,37184.9,Commercial associate,Secondary / secondary special,Married,House / apartment,-7681,-1691,1,0,1,0,Core staff,1
5004380,M,Y,Y,0,31136.03,Working,Secondary / secondary special,Single / not married,With parents,-13404,-6074,1,0,0,0,Laborers,1
5004381,M,N,Y,0,75499.54,Working,Secondary / secondary special,Widow,House / apartment,-11119,-1063,1,0,0,0,Laborers,1
5004382,F,N,Y,1,84128.29,Working,Secondary / secondary special,Married,House / apartment,-15540,-7144,1,0,0,1,Drivers,3
5004383,F,N,Y,0,27974.13,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-9145,365243,1,0,0,0,Medicine staff,2
5004384,F,N,N,0,68118.13,Working,Secondary / secondary special,Married,House / apartment,-13446,-5974,1,0,1,0,Core staff,1
5004385,F,Y,Y,0,30229.82,Working,Secondary / secondary special,Separated,House / apartment,-11858,-925,1,0,1,0,nan,2
5004386,F,N,N,0,62198.62,Working,Secondary / secondary special,Married,House / apartment,-19783,-5463,1,0,0,0,Core staff,2
5004387,M,N,Y,2,51554.78,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9046,-1928,1,0,0,0,Core staff,3
5004388,M,N,N,0,33746.67,Commercial associate,Secondary / secondary special,Married,With parents,-18544,-2105,1,1,0,1,Sales staff,1
5004389,M,Y,Y,1,40738.57,Commercial associate,Secondary / secondary special,Married,With parents,-21433,-3945,1,0,1,1,Laborers,3
5004390,M,N,Y,0,58954.74,Working,Secondary / secondary special,Married,House / apartment,-24205,-3596,1,1,0,0,Core staff,2
5004391,F,N,Y,2,26436.98,State servant,Secondary / secondary special,Married,Rented apartment,-13948,-4179,1,0,1,0,Drivers,3
5004392,F,N,Y,0,43184.95,Working,Secondary / secondary special,Widow,House / apartment,-7927,-4370,1,1,1,0,Laborers,1
5004393,M,N,N,1,79283.12,Working,Secondary / secondary special,Married,House / apartment,-22691,-3007,1,0,0,0,Managers,3
5004394,F,N,Y,0,41234.01,State servant,Secondary / secondary special,Married,Rented apartment,-14200,-4995,1,1,0,0,Drivers,2
5004395,F,Y,Y,0,25725.08,State servant,Secondary / secondary special,Married,House / apartment,-10161,-25,1,1,1,1,Core staff,1
5004396,M,N,Y,0,45980.63,Commercial associate,Lower secondary,Married,Office apartment,-11668,-1202,1,0,0,1,Medicine staff,2
5004397,M,Y,Y,1,69824.06,State servant,Secondary / secondary special,Married,House / apartment,-17665,-6417,1,0,1,0,Core staff,3
5004398,M,N,N,0,27338.38,Working,Secondary / secondary special,Widow,With parents,-6630,-2528,1,1,0,0,Medicine staff,1
5004399,M,Y,N,1,83631.74,Working,Secondary / secondary special,Married,House / apartment,-24911,-6314,1,0,1,0,Accountants,3
5004400,M,N,N,1,69113.09,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-22624,-893,1,0,1,0,Core staff,2
5004401,F,N,Y,0,71732.28,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-20347,-3518,1,0,1,0,Laborers,1
5004402,M,N,N,0,103291.25,Commercial associate,Higher education,Single / not married,House / apartment,-21638,-5076,1,1,0,0,Laborers,2
5004403,M,Y,N,2,51907.92,Working,Secondary / secondary special,Separated,House / apartment,-6589,-5927,1,1,0,0,High skill tech staff,4
5004404,F,N,Y,2,59827.04,State servant,Secondary / secondary special,Separated,House / apartment,-14303,-5142,1,0,0,0,Managers,4
5004405,F,Y,Y,0,43029.36,Working,Lower secondary,Married,House / apartment,-19239,-3402,1,0,0,0,Laborers,2
5004406,F,Y,N,0,72934.36,Working,Secondary / secondary special,Separated,Office apartment,-24680,-2874,1,0,0,0,Laborers,1
5004407,M,Y,Y,1,87710.34,Working,Secondary / secondary special,Married,Municipal apartment,-10643,-5509,1,0,1,1,Sales staff,2
5004408,M,N,N,0,35575.66,State servant,Secondary / secondary special,Married,With parents,-19440,-2373,1,0,0,0,Laborers,1
5004409,F,N,Y,0,23234.48,Pensioner,Secondary / secondary special,Single / not married,With parents,-22706,365243,1,0,1,0,Drivers,1
5004410,M,N,Y,0,66798.36,Commercial associate,Higher education,Married,Municipal apartment,-13019,-3044,1,0,1,0,nan,2
5004411,M,N,N,0,24228.06,Pensioner,Secondary / secondary special,Married,Municipal apartment,-25530,365243,1,0,0,0,Sales staff,2
5004412,F,Y,N,0,68995.66,Pensioner,Higher education,Civil marriage,Rented apartment,-22128,365243,1,0,0,0,Medicine staff,1
5004413,F,N,Y,0,34075.31,State servant,Higher education,Married,Rented apartment,-7644,-6919,1,1,1,0,Core staff,2
5004414,M,Y,N,0,62581.02,Working,Secondary / secondary special,Married,House / apartment,-13294,-3415,1,0,0,0,Core staff,2
5004415,F,Y,Y,1,114365.95,Commercial associate,Secondary / secondary special,Separated,House / apartment,-21624,-5610,1,0,0,0,Core staff,2
5004416,M,Y,N,0,37781.24,Working,Secondary / secondary special,Married,House / apartment,-9314,-2026,1,0,0,0,Core staff,2
5004417,M,N,N,0,109812.39,State servant,Incomplete higher,Married,House / apartment,-9230,-3730,1,0,0,0,Core staff,1
5004418,M,N,N,0,33008.15,Student,Secondary / secondary special,Separated,House / apartment,-9975,-6295,1,0,0,0,Drivers,2
5004419,M,Y,Y,1,27229.6,Pensioner,Secondary / secondary special,Separated,With parents,-12572,365243,1,0,0,0,Medicine staff,3
5004420,M,N,Y,0,77945.67,Working,Incomplete higher,Married,House / apartment,-15403,-4768,1,0,0,0,Sales staff,1
5004421,F,N,N,0,33793.45,Working,Secondary / secondary special,Married,House / apartment,-7364,-7015,1,0,1,0,Managers,2
5004422,F,Y,Y,0,29858.32,Working,Secondary / secondary special,Separated,Rented apartment,-20957,-1750,1,0,0,0,Laborers,1
5004423,F,N,Y,0,39786.99,Working,Secondary / secondary special,Married,House / apartment,-13598,-1478,1,0,1,0,High skill tech staff,1
5004424,M,N,N,1,90006.71,Working,Secondary / secondary special,Married,House / apartment,-7612,-3503,1,0,1,0,Laborers,3
5004425,M,N,Y,1,39885.26,Working,Secondary / secondary special,Married,House / apartment,-11283,-3460,1,0,0,0,Laborers,2
5004426,M,N,Y,0,25973.38,Student,Higher education,Single / not married,House / apartment,-9625,-5732,1,0,1,1,Sales staff,2
5004427,M,N,Y,0,31195.55,Working,Secondary / secondary special,Married,House / apartment,-11162,-5615,1,0,0,0,Laborers,2
5004428,M,Y,Y,1,76022.43,State servant,Secondary / secondary special,Married,House / apartment,-12787,-174,1,1,1,0,Medicine staff,3
5004429,F,N,Y,0,89080.93,Commercial associate,Secondary / secondary special,Married,House / apartment,-14728,-5238,1,1,1,0,Managers,2
5004430,F,N,N,0,46417.39,Working,Higher education,Married,Municipal apartment,-20534,-3133,1,0,1,0,Core staff,1
5004431,F,Y,Y,1,22464.48,Working,Higher education,Married,With parents,-16708,-600,1,0,0,0,Laborers,2
5004432,F,N,Y,1,16662.76,Student,Secondary / secondary special,Married,House / apartment,-22359,-3916,1,0,0,0,Laborers,2
5004433,F,N,N,1,38884.71,Pensioner,Secondary / secondary special,Civil marriage,Rented apartment,-23438,365243,1,1,0,0,High skill tech staff,2
5004434,M,Y,N,1,63349.76,Working,Higher education,Separated,House / apartment,-22549,-5200,1,1,0,1,Medicine staff,2
5004435,M,N,N,0,50828.69,Working,Secondary / secondary special,Single / not married,House / apartment,-17165,-2215,1,0,1,0,Drivers,1
5004436,M,N,Y,1,71713.27,Commercial associate,Secondary / secondary special,Married,House / apartment,-20677,-5133,1,0,0,0,Sales staff,3
5004437,F,Y,N,1,38951.39,Working,Secondary / secondary special,Married,Municipal apartment,-20693,-700,1,1,0,0,Core staff,2
5004438,F,Y,Y,1,27864.38,Working,Secondary / secondary special,Married,House / apartment,-20960,-4810,1,0,0,0,Managers,3
5004439,M,Y,Y,1,85450.78,Commercial associate,Secondary / secondary special,Married,House / apartment,-12834,-4863,1,0,0,1,Core staff,2
5004440,F,N,Y,0,53492.84,Commercial associate,Higher education,Single / not married,House / apartment,-12911,-2057,1,1,1,0,Managers,2
5004441,F,N,Y,1,28546.0,Working,Secondary / secondary special,Married,Municipal apartment,-7211,-5486,1,1,1,0,Laborers,2
5004442,M,N,Y,0,64461.23,State servant,Secondary / secondary special,Widow,House / apartment,-10132,-5165,1,1,0,0,Medicine staff,1
5004443,M,Y,N,0,37254.47,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,-7764,-2792,1,0,1,0,Managers,1
5004444,M,Y,Y,0,35617.99,State servant,Secondary / secondary special,Widow,House / apartment,-24131,-2397,1,0,1,1,Managers,1
5004445,F,Y,N,0,99833.6,Working,Secondary / secondary special,Married,House / apartment,-16064,-1974,1,0,1,0,Managers,2
5004446,M,N,Y,0,100192.99,Working,Secondary / secondary special,Married,House / apartment,-18405,-6961,1,1,0,0,High skill tech staff,2
5004447,F,N,Y,1,83790.07,Working,Secondary / secondary special,Married,House / apartment,-23526,-3663,1,0,1,0,Managers,2
5004448,M,N,Y,0,68989.86,Working,Secondary / secondary special,Single / not married,House / apartment,-18154,-6778,1,0,0,0,Drivers,2
5004449,F,Y,N,1,86609.89,State servant,Secondary / secondary special,Widow,House / apartment,-8606,-3213,1,0,0,0,Accountants,3
5004450,M,N,N,0,186731.54,State servant,Academic degree,Married,House / apartment,-8970,-1539,1,0,0,0,Medicine staff,2
5004451,F,N,N,1,52134.19,Pensioner,Secondary / secondary special,Married,House / apartment,-11459,365243,1,0,1,0,Managers,3
5004452,F,Y,N,1,71356.2,Working,Higher education,Married,House / apartment,-14518,-2946,1,0,0,0,Managers,3
5004453,F,N,N,0,47195.04,Pensioner,Secondary / secondary special,Widow,House / apartment,-15061,365243,1,0,0,0,Drivers,1
5004454,F,Y,N,0,49707.94,Commercial associate,Secondary / secondary special,Married,House / apartment,-6727,-788,1,0,1,0,Sales staff,2
5004455,M,Y,N,1,52357.18,Working,Secondary / secondary special,Civil marriage,House / apartment,-13942,-661,1,0,0,0,Medicine staff,3
5004456,F,Y,Y,0,53415.56,Working,Secondary / secondary special,Married,House / apartment,-23503,-5187,1,1,0,0,Managers,2
5004457,M,N,Y,1,57584.35,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-7650,-4886,1,0,1,0,nan,3
5004458,M,N,Y,0,42545.12,Working,Secondary / secondary special,Married,House / apartment,-10424,-1272,1,0,1,0,Accountants,2
5004459,F,Y,Y,4,87512.58,Working,Secondary / secondary special,Married,House / apartment,-7814,-3459,1,0,0,0,Sales staff,5
5004460,M,Y,Y,1,31925.49,Working,Secondary / secondary special,Single / not married,House / apartment,-21259,-2046,1,0,1,0,Drivers,3
5004461,F,N,Y,2,85136.06,Commercial associate,Higher education,Civil marriage,Rented apartment,-19706,-7237,1,0,0,0,High skill tech staff,3
5004462,F,N,Y,0,27441.23,Working,Secondary / secondary special,Married,House / apartment,-18423,-2469,1,0,1,0,Sales staff,2
5004463,M,N,Y,0,24826.62,Commercial associate,Secondary / secondary special,Single / not married,With parents,-22531,-7152,1,0,0,0,High skill tech staff,1
5004464,F,Y,N,2,109119.33,Working,Higher education,Married,House / apartment,-19595,-4888,1,1,1,0,Core staff,3
5004465,M,Y,Y,0,87434.16,Working,Secondary / secondary special,Separated,House / apartment,-24462,-2490,1,0,1,0,Core staff,1
5004466,M,Y,Y,1,33294.52,Pensioner,Higher education,Married,House / apartment,-24784,365243,1,0,0,1,Drivers,3
5004467,M,Y,N,0,55165.6,Working,Incomplete higher,Married,House / apartment,-7344,-2617,1,0,1,0,Managers,1
5004468,F,N,Y,0,43037.1,Working,Secondary / secondary special,Married,House / apartment,-23040,-3389,1,0,1,0,Sales staff,2
5004469,F,N,Y,2,27987.33,Pensioner,Secondary / secondary special,Married,Rented apartment,-19982,365243,1,1,1,0,Laborers,3
5004470,F,N,Y,0,33452.02,Working,Lower secondary,Married,With parents,-6949,-4516,1,0,0,0,nan,2
5004471,F,N,Y,1,39192.93,Pensioner,Secondary / secondary special,Married,House / apartment,-14531,365243,1,0,0,0,Core staff,2
5004472,M,Y,Y,1,41294.22,Working,Secondary / secondary special,Married,House / apartment,-24824,-5710,1,0,0,0,Drivers,3
5004473,M,Y,Y,0,59086.38,Working,Secondary / secondary special,Married,House / apartment,-12097,-6420,1,0,0,0,Accountants,1
5004474,F,N,Y,1,129782.17,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-22141,-5840,1,0,0,0,Managers,2
5004475,F,Y,N,0,87620.1,Working,Academic degree,Civil marriage,House / apartment,-14977,-7038,1,0,1,0,Managers,2
5004476,M,Y,Y,2,51852.57,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-14476,-622,1,1,0,0,Managers,3
5004477,M,Y,N,1,37904.78,Working,Secondary / secondary special,Married,House / apartment,-15690,-6838,1,1,0,0,Drivers,2
5004478,F,Y,Y,0,48704.44,Working,Secondary / secondary special,Married,House / apartment,-12075,-1149,1,1,0,1,Sales staff,1
5004479,F,Y,Y,0,28895.47,Commercial associate,Secondary / secondary special,Married,House / apartment,-21669,-1015,1,0,0,0,Sales staff,2
5004480,M,N,N,0,63708.29,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-14966,365243,1,0,0,0,nan,2
5004481,F,N,Y,0,31056.31,Pensioner,Academic degree,Separated,House / apartment,-17479,365243,1,0,0,0,Sales staff,1
5004482,F,Y,N,1,22741.31,Working,Incomplete higher,Married,House / apartment,-13670,-4166,1,0,0,1,Sales staff,3
5004483,F,Y,Y,0,58459.9,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-11659,-6336,1,0,1,0,Laborers,2
5004484,M,N,N,0,57491.9,Working,Secondary / secondary special,Married,House / apartment,-12276,-514,1,1,1,0,Accountants,1
5004485,F,Y,Y,0,111209.5,Commercial associate,Secondary / secondary special,Married,House / apartment,-23349,-2549,1,1,1,0,High skill tech staff,1
5004486,M,Y,Y,0,57465.83,State servant,Secondary / secondary special,Married,House / apartment,-8187,-4027,1,0,1,0,High skill tech staff,1
5004487,M,Y,N,1,74344.86,Working,Secondary / secondary special,Married,House / apartment,-22234,-1573,1,0,1,1,Medicine staff,2
5004488,F,Y,N,1,38734.97,Student,Higher education,Single / not married,House / apartment,-23286,-3941,1,0,1,0,Laborers,3
5004489,F,N,Y,0,46332.91,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-16687,365243,1,1,0,1,Laborers,2
5004490,M,N,N,1,24870.65,Pensioner,Higher education,Separated,House / apartment,-20838,365243,1,0,0,0,nan,3
5004491,F,Y,Y,2,77116.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12682,-1351,1,0,0,0,Laborers,4
5004492,F,Y,Y,0,18793.38,Pensioner,Incomplete higher,Married,House / apartment,-15195,365243,1,0,0,1,Medicine staff,2
5004493,F,Y,Y,0,48107.17,Student,Secondary / secondary special,Married,House / apartment,-21864,-24,1,0,0,1,Accountants,1
5004494,F,Y,N,1,56699.66,Pensioner,Higher education,Married,House / apartment,-11565,365243,1,0,0,0,Managers,3
5004495,F,N,N,1,37006.26,Working,Secondary / secondary special,Single / not married,House / apartment,-14483,-4598,1,0,0,0,Laborers,2
